text,sentiment
"De camino a #MBCFW a disfrutar del desfile de @MayaHansen , que ganas!!!!",2
"Hoy, a las 9:00, la media de dióxido de nitrógeno en Madrid era de 78 microgramos por m3. Casi el doble de lo permitido. La boina existe.",2
"Los esfuerzos para salir de la crisis serán compartidos, justos y equitativos. http://t.co/SugOzFNA",2
Y por supuesto al atletico de madrid!!!! Esos equipos españoles al poder!!!,2
"Hoy, en @mananascuatro con @mrtfernandez y la batuta de @marisagallero mandamos al infierno este 2011:  http://t.co/cAwEY2rV vía @youtube",2
Todo listo en el teatro galeras de Guadalajara para el concierto de esta noche. http://t.co/74Szoig3,2
Me gusta :) RT @EspinMarc: Por qué decidí escribir un blog sobre #periodismo y qué leo para hacerlo http://t.co/zkjoXb2k,2
Zona de fumadores en el aeropuerto de barcelona jejejejje ni el frio impide el vicio!! Buen dia para los 413.00 seguidores!!!!,2
RT @Betolash: A ver Pau ¿cuánto es 4x4? Un jeep todo terreno maestra #MultiplicoComoPaulinaRubio ja ja ja muy bueno!,2
"Buen debate esta tarde en Las Villuercas, si señor. A tope la casa de la cultura y dos horas y media de reflexiones, críticas y propuestas .",2
"Toda suya “@juliosandreu: Sí Sr. La he grabado. Un saludo desde el otro lado, jeje, ( de España ). Buena tarde.”",2
"Buen discurso de investidura. Unidad de todos y seriedad, centrado en medidas necesarias.",2
Y el lunes en la casa de gh con #Quitateeltop !!! Se espera un verano alegre y con mucho arte!!!!,2
La Embajada de Israel premia al Real Madrid-Leyendas blancas por su   labor de acercamiento entre España e Israel,2
"Jajaja. Bueno.. Espero que escuches algo antes, para junio o asi. RT @zaragozana97: @AlejandroSanz (cont) http://t.co/1TMmZQFm",2
"Barrero, Psoe, ""hemos pedido un informe jurídico sólido que nos llevase a una decidión unánime"" #Congreso",2
Mi corasonsito me pide a gritos Clexa fanfics pero de los bonitos profundos que te dejan llorando ,2
“@Lu_vlc: @David_Busta #felizañoaBustamante&familia mandame un saludin porfaa te quiero :)”ABRAZO!,2
"Pues menos huevos y más inteligencia analítica“@j_juliogarcia: @julia_otero prefiero a merkel, tiene + cojones k  los otros tipos juntos”",2
Merkel da su visto bueno al ajuste de Rajoy. La batalla de la confianza comienza en Berlín. http://t.co/aHqLzQsU,2
"BUENÍSIMO.HABLA FOSTER WALLACE, UN GRANDE! RT @quintanapaz Gran post: 'Se trata de que llegar a los 30, o tal vez l... http://t.co/vaRwbhWo",2
Me encantan los sombreros! www.adhoctienda.blogspot.com http://t.co/eUERTA6t,2
“@danimartinezweb: @David_Busta jajajajajajaj!! Ya saltó!! En ti estábamos pensando justamente....”JAJAJAJA! ABRAZOOOO!!!,2
"Cómo enfrentarse a las campañas? curioso en muchos aspectos, sin duda. #iesecampañas",2
"Jugaran bien o no, pero el espiritu de lucha y la de remontadas q hace el United durante el año es increible.",2
"Lugares maravillosos con WIFI y buena música: hoy, el LOLINA. http://t.co/cnJ1HHiv",2
Felicito a todos los que no os ha tocado la Lotería. Eso significa que vuestra cuota de buena suerte para 2012 permanece intacta.,2
#Doodle por el Día Internacional de la Mujer #8deMarzo http://t.co/SUGBflcF,2
"Hola a todos, cada día me siento mejor de las molestias, he podido entrenar con el equipo y las sensaciones son... http://t.co/NdzdoOnS",2
"Me acuerdo “@Sr_Recursos: Foto con @pedroj_ @Jota_uVe y otro amigo sobre el río Sena, en París, el pasado octubre http://t.co/u50lKWml”",2
"Hoy es el Dia Mundial del Glaucoma, segunda causa de ceguera en nuestro país. Más prevención, la detección precoz es muy importante",2
"Nantes: de pronto, me dan una medalla. Este señor tan majo. http://t.co/OhFxkk3H",2
Buenas noches familia !!! Que descanséis! Mañana promoción... ;-),2
“@mlucascerrada: @JuanraLucas mira con lo que me he encontrado! Yo ya he donado. http://t.co/kaDV4WZg” Gracias :)) cc @SandraMoti,2
Ahora @eliasbendodo entrega a Silvia una bandera del PP que su sobrino ha pedido a los Reyes Magos ;-))) http://t.co/SB4W93kw,2
El Supremo cita a Elena Salgado como testigo en #Campeón para que aclare el crédito BEI concedido a Dorribo http://t.co/ZE6lVlso,2
RT @maycrespo: disculpame @AlejandroSanz ya se que me rt pero se hace fuerza bss AYUDEMOS A HAITI (cont) http://t.co/oHaaHTgI,2
Podemos imaginar un mundo mejor a través de la música vía @opiniondemalaga  http://t.co/gMZT3XN9,2
Y sigo xq hay mas buenos periodistas q ejecutiva @psoe @anapastor_tve @jesusmarana @arsenioescolar @JuanraLucas @24h_tve @59_segundos,2
RT: “@AlgaidaEditores: Comenzamos nueva aventura con la ilusión de manteneros informados de nuestras novedades y autores ¿Nos acompañas?”,2
@conrubalcaba yo creo en el derecho de las mujeres a decidir sobre su maternidad y Mariano Rajoy no! #noeselmateix,2
"Día laaaaaargo , provechoso y divertido . Rodando las nuevas promos. Esto pinta muuuuuuy bien.",2
“@PaulillaMalaga: @David_Busta David una porra para el clasico ;)”2-1;-),2
"Tu lo has dicho: un regalo. Brrr... Welcome, Paco “@apacowx: Hola esta mañana la suscripción a ORBYT ha sido un gran regalo.Un saludo.”",2
"“@HamzaDza: @David_Busta RT a al gente de Gijon tambien, solo te acuerdas de LatinoAmerica!! Jaja un saludo campeon ;)”LES VEO MENOS:-(",2
"... Sin embargo, cuando hay una relación amorosa siempre hay un momento decisivo en el que dos personas se encuentran...""",2
"Casi sin comer, trabajando a todo trapo para ir adelantando el informativo d las 21h. Hoy cita a las 18.30 en #QTTF con María Teresa Campos",2
"Gracias a todos por llegar a la cifra d 365.000 seguidores y subiendo,es un placer compartir parte d mi vida con vosotros,saludos twitteros.",2
Hecho! RT @gonzalezrubenr: Para navidad pido que me siga @sevillajordi.  Por pedir que no sea!!! Feliz navidad a todos,2
"RT @CristiEspinar sta noche n @75Minutos ""Lo conseguí"".Veremos cmo luchand y cn esfuerzo hay muchs prsonas qhan cnseguido lograr su sueño!!!",2
"Ah! y hoy pongo una velita, que hay luna llena! Mis mejores deseos para vosotros... que me dais tanta luz y compañía!",2
Cospedal señala que el PP se reorganiza porque ahora es un partido de gobierno y al que hay que dar apoyo político.,2
Esta mañana he estado en Las Agustinas. Os dejo una foto del excepcional ambiente navideño que he vivido: http://t.co/d7x2nhTj,2
"Asi es . Que descanse en paz RT @absioke: @mariviromero al menos ha podido ver como @marianorajoy es presidente, descanse en Paz",2
@marianorajoy contará con todo el mundo si los ciudadanos le dan su confianza. Un gobierno de buenos gestores #súmatealcambio,2
"Twitter, propulsor del gran cambio hacia la televisión social http://t.co/KYD4YTu3 #cmfuned4",2
Que bueno es Dieguito!!!!,2
El miércoles era de niña mi día preferido de la Semana Santa. Mi padre sacaba la Sangre. Este año que duro esta siendo...,2
Contento hacia el ensayo... http://t.co/opec81H1,2
"Permach dice que las declaraciones del ministro del interior sobre la ""dimensión política"" de ETA son ""un paso en la buena dirección"".",2
1 dia muy especial para el equipo y para mi xsonalmente. Siempre lo voy a recordar. Gracias a toda la aficion y felicidades al barcelonismo!,2
"En Còrdoba, a punto de hacer publico el fallo del jurado del VI Premio Julio Anguita Parrado. Magnificas candidaturas de pdsmo comprometido",2
"En estas Fiestas, Fundación Alejandra Forlán te invita a Donar un Deseo. Por un 2012 con menos siniestros de tránsito. http://t.co/ak2b8ehJ",2
"El especial 20 años de Barcelona?? Qué ganas d verlo!!! RT ""@RomanEscoda: Empezamos mezcla d sonido... http://t.co/K0lgZO1d""",2
En 20 min empezara la sesion y aqui el equipo K!!!!!! http://t.co/fNreVeYO,2
@cobos_rebeca A ti por responder! Espero y deseo que te salgan nuevos proyectos!! Besitos!! ,2
"Acabo de jugar en manual a PES 2017 y dios, como cambia el juego, jugando en leyenda, en 0 de velocidad, IMPRESIONANTE #PES2017 ",2
#FF para @jfgesp porque nos ha hecho reír mucho estos días de campaña #elcambioandaluz . El próximo año quiero ir con el a la  #itv,2
El cambio depende de ti. Hagamos un ultimo esfuerzo:anima a tus familiares y amigos a votar por el cambio. Es decisivo #SUMATEALCAMBIO,2
Bueno chicos en media horita estare por art deco....como va la cosa? Mmmm comercial o zapatilla !!!!! Jajajajaj el publico elige!!,2
"""@Vichyncatalan: Lo que de verdad espero de la cecina es que me dé fuerzas para articular mi discurso conservador."" Tremendo :)",2
Indemnización por víctima del 11-m para hacer una escuela en una aldea. Homenaje a ella y su familia #AVivirAnantapur http://t.co/1BbOS0ng,2
Caminito de Madrid. Caminito de Madrid!!!! :-D,2
"""Debenos tener hoja de ruta clara en materia de Turismo"". Un plan integral para el futuro del sector con todos los implicados . #ICSORIA",2
"(1/2) ""El porvenir de mi pasado tiene mucho a gozar, a sufrir, a corregir, a mejorar, a olvidar...""",2
"Es lo maravilloso de este nuevo medio de expresión. Twitter. Disfruten del momento, absurdo, esencial, frívolo... Real. #Twitternacion",2
"Vaya mezcla: Soraya Sáenz de Santamaría, con Angelina Jolie, Lady Gaga y Pilar Manjón entre las más valientes http://t.co/t2J1RtNy",2
";-)) RT @andaluciadebate: @mariviromero @DiputacionMLG Esta noche #Málaga centrará dos de nuestros temas en nuestro programa, ¡os esperamos!",2
".@JavierArenas_pp  promete ""un gobierno estable"" frente a los ""seis"" gabinetes del @PSOE en esta legislatura http://t.co/T5kKZWKy",2
Gracias a todos. Ha sido un interesante intercambio de pareceres. Buenas noches a todos salvo a los que no saben qué significa una metáfora.,2
"Siempre interesante RT @amfumero: Presentación Cuaderno Evoca ""La Publicidad en la era digital"" http://t.co/hLNRGVXH",2
"A las 3 en @A3noticias, Rubalcaba considera que los resultados de las elecciones de ayer abren un nuevo ciclo político",2
Está todo tan bonito!! #LoveBrujas http://t.co/paztg8H2,2
Buenos dias amor &lt;3,2
“@sansebastian_j: #FF @mtnevado @MACEMUOR @moncrespo Muy interesantes!” a Javier hay que seguirlo!!!! #FF back,2
"Zoido dice que @marianorajoy es la persona que necesita España. ""Salid a la calle a votar"" anima al público el alcalde sevillano. #20N",2
A ver que tal esta peli de Ventura Pons (watching Manjar de amor ) http://t.co/itkTnJZX,2
"El Madrid gana de 20... DEl Palau empieza a salir gente. Quedan 3,28 #CopadelRey",2
@sanchez_sonia Seguro. Cuidate mucho ,2
@iunida Saliendo de casa camino a Portillo con @carmenduce Hay que pegar el último estirón. #rebélate #túeliges,2
Alguien sabe con que es mejor limpiar la pantalla del Ipad? Lo tuvo mi peque esta tarde...y tiene restos de chocolate en la pantalla...,2
Dos besos entre Rubalcaba y Chacón. Muchos aplausos para él #38CongresoPSOE,2
"Mucha suerte y enhorabuena ministro :-) RT @jmsoria: Buenos dias, comienza la nueva tarea, juramento ante SM el Rey.",2
Elogio de la disciplina presupuestaria y de la reforma de la Constitución. Anuncia saneamiento financiero para reabrir el crédito.,2
¡Lo mejor de mi timeline está disponible! http://t.co/7Dj8QcZn ▸ Historias del día por @jeronimogj @sushilpunia,2
Amanece!!!  buenos e ilusionantes días! http://t.co/Tq5fvdAG,2
"La mente de una niña, escenario de lo nuevo de Pixar http://t.co/IpJl01FD",2
Mil gracias ;-)) RT @marina_recio: @mariviromero muxas felicidades un beso!!!,2
";-)))) RT @nafasaro: @mariviromero Ha terminado @DANIROVIRA, Ha estado genial, Malagueño y un pedazo de artista",2
"Muy GRande lo de marlaska, sin duda un gran acierto del cgpj",2
Tu q sabes seguro q me has entendido  @antoniocamunas :),2
@maria_rey ¿Y se los habían adjudicado a él? Yo entendí que ya estaban descontados,2
Buenos días! Os he contado ya que soy feliz?! Pues eso!!! Que soy feliz!,2
"Si alguien asegura q le gusta el color azul para vestirse pero la mayoría d su ropa es marrón, hay q hacer +caso a lo q hace, q a lo q dice.",2
"Jejeje. Si lo escuche. RT @cris_rc: ""@SilviaSanz7: Jajajajaja Suena @AlejandroSanz en el (cont) http://t.co/OVHwMetV",2
"Gracias a todos vosotros por la audiencia conseguida! Espero que sigáis ahí, esto no ha hecho más que empezar.... http://t.co/zmMDpq29",2
"Rubalcaba rotundo: Los resultados en Andalucía y Asturias convalidan y avalan mi estrategia de oposición útil, que los ciudadanos ...",2
Gracias RT @iisabel_17: @DigitalMontiel ...Queremos escuchar GENERACIÓN PERDIDA del disco (cont) http://t.co/M7Vh6yrD,2
Dani García: «Llevas a Adriá o a Arzak a tomar unos espetos y flipan» http://t.co/sq38g2uB by @teoleongross en @diario_sur,2
"Es un viernes especial ¡10.000 seguidores ya en @giraldatv!En los últimos 10 días, 400 amigos más. Gracias, nos espera una gran #ssanta12",2
¡Noticias descombacantes! está disponible! http://t.co/pdWFYyRa ▸ Historias del día por @antongonzalo @arandanos,2
Enhorabuena a @cesarluena por su elección como nuevo SG del @PSOELaRioja! Socialista con mucho presente y aun mas futuro,2
@Luis_Callejo Hola Luis!! Vendrás a Barcelona a promocionar #TardeParaLaIra ?? Un abrazo crack y feliz día! ,2
Gran noticia!!“@Noticiascom: #noticias La Mesa del Congreso rechaza que Amaiur tenga grupo parlamentario propio http://t.co/WuRIqBiy”,2
Un fuerte aplauso para @remangate.  y este próx. 4 de abril despierta tu conciencia... Remangate .,2
"El actor Juan Luis Galiardo nos visita en @giraldatv,un grande de la escena en #sevillahoy de gira con ""El Avaro"" de Moliére",2
";-)) RT @Charodona: Ahora en jornada #conojosdemujer sentada entre twitteras, @mariviromero y @asunsoriano",2
La verdad es que hoy tengo un buen día ,2
"El @MalagaCF nos da alegrias por el juiego, el resultado y la clasificación. Pero hay que aprovechar + las oportunidades de gol",2
En unos minutos intervengo en el Foro de Formación Profesional para el Empleo que hoy celebramos en Ronda. Os dejo con mi equipo.,2
"¿Y si fuera por 3, pagando mes a mes? “@rubenaka: @pedroj_ramirez Ipad2 gratis por la suscripción durante 2 años? Me apunto.”",2
Muy bien. Un saludo“@hattorimami: @Buenafuente Hola! ¿Cómo estás? お元気ですか？Muchos besos＾＾”,2
"En la Cuesta d Moyano d Madrid puedes pasear/tomar el sol, comprar un par d libros y mantener un debate abierto sobre renovación del PSOE.",2
que tipazo Sergio Vargas y que buen artista.,2
Esta navidad quiero firmar la paz para empezar el año con http://t.co/lTyDcMF3  #quefirmenlapaz ;-)),2
"Touche“@MendiMendi1: @ccarnicero  Pero hombre, ¡a ver cuándo se cae Ud. del guindo!.Mire Cebrián o Roures...la izquierda es un buen negocio”",2
"estimular el crecimiento y activar la creacion de empleo, piedra angular de la recuperacion #investidura @marianorajoy",2
#arenasyaestaba defendiendo los intereses de #Andalucia cuando vino Chaves y prometio en 2004 un Parque en Mangas Verdes. Nunca se hizo,2
Ante la reforma del sector finaciero q aprobará mañana el Gobierno presentamos hoy al Congreso una Proposición para crear la BANCA PUBLICA,2
"La primera Constitución española supuso el triunfo de las ideas liberales, crucial para nuestra historia",2
Toda la verdad sobre los complementos alimenticios http://t.co/pN2pUkJO via @abc_es,2
Impresionante testimonio de vida y valentía de Ana Bella #elcambioandaluz  http://t.co/AYSY0TEq,2
El PPC da visto bueno a unos presupuestos que destinan casi 400M a subvencionar medios d comunicación #nacionalismoescrisis #ppvergencia,2
"""....felicidad,  esa palabra que suena tan lindo pero que se alcanza tan pocas veces y apenas por periodos tan cortos ....""",2
que ya esta aquí @JHinojosaSaez ;-) bienvenido ;-) besos,2
La Diputación redescubre un mural del pintor Francisco Hernández que llevaba 12 años oculto http://t.co/iBGbSHSf,2
Hasta mañana! Buenas noches!MUAC!,2
Hoy de nuevo sol y temperaturas altas para lo que se espera en esta época del año.,2
". @javierarenas_pp "" hay un nexo en todos los foros: la creación de empleo en #Andalucia "" #elcambioandaluz http://t.co/VFg59NFC",2
"""Ojo con los ajustes ideológicos. Contra esos que quieren aplicar políticas clasistas vamos a estar en contra"" #RBCBenValladolid",2
Báñez: «Vamos a aprobar este viernes una reforma laboral completa y útil» http://t.co/tLB6EmRH,2
". @Borja_Semper toma, para ti ;-)) http://t.co/MxUWvFI5",2
"Avanza la tarde,plomiza y calurosa,en el aeropuerto de GC,rumbo Madrid,mañana JDN PP,habrá noticias http://t.co/Z0qnjJXh",2
"Hoy Osasuna se ha casado con la suerte. Peligrosa compañía, el día que mas la necesitemos nos dará la espalda.",2
"César Alierta ganó diez millones en 2011 entre sueldo, acciones y pensión. http://t.co/Mb0BPKp0",2
Me encanta esta  foto: http://t.co/q44GlYPP en Patrimonio Mundial http://t.co/dl1y9sBo.,2
@ElviraChas #WillyToledo diciéndole a la cara las verdades de #HableConEllas. El primer entrevistado que se atreve a hacerlo en directo ,2
A las 12h si estáis en Aula pasaros por el stand del Instituto de RTVE. Hoy os toca a vosotros poneros delante de las cámaras,2
y aquello de la abuela? :) hahahaha “@maximhuerta: Orgulloso de leer mi TL de twitter. #sensatez”,2
Gracias chicas. Estoy trabajando duro para conseguir dar lo mejor os mando besos RT @Fans_Sanz: (cont) http://t.co/Te7Kbr6l,2
"Hubiese dado cualquier cosa por abrazar a mi madre, sentir su presencia...En el fondo era un creyente potencial#queremoscreer",2
Sigo pensando en la actuación de @AlexODogherty en @TheHoleShow1 no m lo puedo quitar de la cabeza! Tan buena!!!! Está sublime! Genial,2
"Los diez rituales, costumbres y hechizos más extendidos para atraer la suerte en Navidad - ABC.es http://t.co/PQbS0Rsg via @abc_es",2
Muchas felicidades @ElPaliquedeLoma ;-) que cumplas muchos mas y que yo lo vea ;-),2
Con el Club de fans de EEUU en Logroño http://t.co/K0kPK5a0,2
"RT Buscamos a ANAY ROMARATE SOLIST, 12 años, en la zona de Socuellamos. Es importante encontrarla pronto...ayudadnos http://t.co/Ei9J7VLY",2
China y Japon-2 y 3econonias mundiales- comerciaran con su propias monedas en lugar de $.Importante economica y sobre todo politicamente.,2
A las 19:30 nuevo gobierno. A ver que pasa.,2
"El nuevo blog de música clásica de EL PAÍS se estrena con Mortier, Matabosch y Helga Schmidt http://t.co/mXAseCUw via @el_pais",2
"Se nos ha ido un gran político y un hombre de convicciones y principios, pero se nos ha ido, también y sobre... http://t.co/sOV6Bipk",2
"“Soy mucho más paciente con los demás que conmigo misma y sé sacar el lado bueno de las personas. Soy como el rascador de cerillas"" Murakami",2
Aquí va! @caroherrerabo: Si un día @juanes le hace re-tweet a uno de los tweets que le pongo creo q me muero de la felicidad!! :D”!!,2
¿Suplantación de personalidad?  Urdangarin asegura que Torres se hizo pasar por él para sacar 180.000 euros de Nóos http://t.co/5farFP50,2
"Quiniela de un primera fila del PSOE: Si gana Rubalcaba, será presidente del partido Jáuregui. Si gana Chacón lo será !Rubalcaba!",2
"Tarde, pero ahí va mi tema para @mananascuatro, muy bailón, como les gusta @mrtfernandez y @marisagallero http://t.co/C471WNpM vía @youtube",2
Jjajajaja RT @pacoragageles: @mariviromero ;) ademas yo apoyo lo de #felipe2012 mejor que rubalcalva o chascon ;),2
Mucha suerte a @carloscuestaveo y todo su equipo por el nuevo programa de debate que comienza esta noche a las 22:30h en Discovery Max,2
@sanchez_sonia Enhorabuena. Suerte y éxitos en esta nueva etapa. :-) @AHRodicio,2
SeÑores @ceronegativo @rhortaleza vais alguno al cierre de campaña de @iunida y estoy por pasarme os hace??,2
Con @ACEcultura y #lapepa. Mi artículo favorito: http://t.co/IBWFupA4. Mañana tuitea @Jiwert,2
“@nachodoral: @alfonsomerlos @DHAM_13tv @pazmacazaga @Aglezterol @13tv_AlDia Buen programa en el q veré a varios amigos.Abrazo!!!!,2
"@marianorajoy Modificar me gusta menos que eliminar, pero al menos espero que esa reforma sea bien profunda y en la dirección adecuada.",2
Mola: “@hojitadelaurel: Mira qué T-Shirt más lovely me he autoregalado @Rebeccasantanad #livingrebajas http://t.co/v95w6jFv”,2
"Hoy he podido disfrutar del circo del sol en Madrid, Zarkana. Me ha encantado!!!",2
Me acuesto pensando en quien con pasado trabajo por la democracia q hoy gozamos y algunos ensucian con su cainisno nocturno,2
"Preparando un arroz y una nueva entrada en mi blog titulada ""Lo normal""",2
"@conRubalcaba pide apoyo Catalunya xa defender nuestros derechos, ni un paso atrás! #20N #noéselmateix @CarmeChacon2011",2
Proyectos solidarios por la educación @diario_sur http://t.co/TA8sIpqL #solidaridad #malaga,2
Valderas dice que la izquierda decente es la que está en Sevilla en el acto apoyando a .@cayo_lara y a .@1centella #eligeIU,2
"sssssiiiiiiiiiiiiiiiii ja,jaRT @colladoberta: Por fin vuelves!!! @Buenafuente Por fin!!! (respiro hondo...)",2
Si ya vieron el comercial de Pepsi no se pierdan ahora cómo se hizo y el detrás de escena. Está muy bueno!  http://t.co/AswjQCcy,2
Como niño con avatar nuevo gracias a @Ero_Pinku!!!,2
"Chacón emula a Zapatero en el congreso de su victoria. ""Ponernos en pie"" bla, bla, bla...""¡Podemos levantarlo entre todos!""",2
"Bueno, ganar 2-3 en Manchester esta muy bien y así le damos mas emoción al partido en Bilbao y vienen mas ingleses a gastar!! Aúpa Athletic!",2
"Felicidades a José Antonio Vera, futuro presidente de la Agencia EFE.",2
"¡Cuánto talento! RT @ire_nm con tu ayuda podemos llegar a difundirlo, http://t.co/kNSTo2Ld ¿Nos ayudas?",2
Tenemos un atardecer digno del pintor extremeño Covarsí en estos momentos... http://t.co/ptSFxmEV,2
El jurado popular y la dirección de Telecinco han decidido que quien ocupe el prime-time de esta noche sea... El Mirandés. #MañanaTSQV,2
"@Fgarea @sgueina @cesar_cabo @latanace @sarasolomando @kohayama @alejandramarpor Salud, dinero, amor y un poco de todo lo bueno ;)",2
"En Asturias parece cnfirmarse la victoria del PSOE, se deberia dejar gobernar a l lista mas votada? Dado lo dificil para formar mayorias, si",2
"Es un presagio? @LeticiaIG: Y será el 13/12/11 a las 10 @benjalh1971: Hoy se constituyen las Cortes de la ""X Legislatura""",2
Interesante análisis de @BelenBarreiro_ sobre los retos de la socialdemocracia. http://t.co/FNZZ8Gte,2
"Estás haciendo MUY feliz a todo mi tl,yo también quiero que me sigas  @BlasAuryn",2
Fotoperiodismo de altura: enhorabuena!! “@carlosplus: Y q lo digas. RT @elegiovio: Gran foto. http://t.co/iUFGrQQf”,2
Este escudo te obliga siempre a mirar al frente. Mañana empieza la defensa del título de Copa. Ilusión intacta. Hala Madrid..!!,2
@ZoeStrange es que Nacho está haciendo una cadena graciosa ,2
"Suerte!RT @pablomzlz: Miguel Ángel, cuando pueda, le agradecería mucho su ayuda para divulgar nueva novela con valores: http://t.co/p7uSi8PU",2
Llegamos a Madrid... Gracias por vuestras preguntas y cariño!!! Seguid toda la INFO d la gira en http://t.co/Q9HzeyLP !! Hasta pronto!!,2
RT @OyeMexico: @Paurubio en el @CarnavalVer #brillante http://t.co/pKmI8dhi Twitt apto para fans de la chica dorada RT,2
"Gallardón, en modo Gallardón: ""La maternidad libre hace a las mujeres auténticamente mujeres""http://t.co/lM6gbBSi",2
"Miles de gracias a los cientos d comentarios positivos sobre #jackysugemela! (tambien a los 3 comentarios negativos,al menos la han visto ;)",2
"Feliz día a Andalucía! (y puestos a desear, al mundo entero!)#porpedirquenoquede",2
@gemacorga podéis pasar gratis para la siguiente temporada ,2
“@DeniseCZambrano: @David_Busta saludos desde Ecuador! Amo tú música! Eres Genial! Bendiciones y besos niño hermoso!”BESOOOO!,2
Un flashmob en homenaje a los enfermos de cáncer http://t.co/oVHCjacO via @elmundoes,2
Experiencia de esta tarde en @laventana: es más fácil hablar de derechos (mantra sociata) que de responsabilidad (fundamento social).,2
"Otro día más con los NUMEROS UNOS de @A3NumeroUno , día de casting con un jurado de 10!!  Impresionantes interpretaciones ! Uff q subidón!",2
"@vanderhast Jajajaja en cuanto salga de mi bucle infinito con la casa, me imprimo los mapas a dos y lo estreno!! ",2
"Felicidades a los nuevos ministros del gobierno de @marianorajoy , un gobierno solido, preparado y solvente.",2
Inyectamos 22.000 millones€ en la economía ampliando los créditos ICO para PYMES y emprendedores que son el 85% de nuestro tejido productivo,2
"Inmenso Ara Malikian y el resto de la troupe en el espectáculo ""Divinos"" http://t.co/JlrbsFdm",2
El 1 de Marzo a las 20h  #Cafeytwitts @petitsetmaman explicará el uso de la geolocalización en política http://t.co/gDr86pAX #Interesante,2
Agradezco a trabajadores y sindicatos la desconvocatoria de la huelga en el aeropuerto. Me he comprometido a mediar #sevillahoy,2
"La actual posición de liderazgo del Partido Popular en España, pone de manifiesto la magnitud y grandeza de su labor. #graciasFraga",2
#PP: Es esencial que en época de crisis la Justicia no sea un problema sino parte de la solución. #Sumatealcambio #yovotoamariano #VotaPP,2
;-))) a vosotros ;-)) RT @pedrobosquet: @mariviromero Gracias a ti por aportar tanto cada día!! :-)),2
España medalla de bronce por primera vez en un campeonato del mundo de balonmano femenino!!! Felicidades chicas!!!,2
Quiero compartir con vosotros y vosotras nuestro último spot electoral: Andalucía por el camino seguro. http://t.co/3clfNFP5,2
Un dia de estos. ;) RT @Ainhoa_1304: @AlejandroSanz alguna vez le haras un RT a esta fan que te sigue desde que tiene uso de razon ? :),2
El CCIB de Barcelona a tope esperando a @conRubalcaba @CarmeChacon2011 para el Acto Central del #PSC #noeselmateix #20N http://t.co/fr7fqBZi,2
"Hoy viernes toca vino: el penúltimo d Madrid se llama TAGONIUS. Con tempranillo, c.sauvignon y syrah ! http://t.co/sQLfAIJZ",2
"¡¡¡Empezamos!!! No somos telesucesos, si quieres información con criterio, @TelediarioInter 20:30 es tu Telediario",2
Ahora comienza #elcambioandaluz de los jóvenes #conectaconelcambio ;-)) @nnggandalucia ;-)) http://t.co/C1tJ6B30,2
BUENOS DÍAS TWITTERS!! Seguimos ensayando #yeswespainISDIFFERENT para el estreno del 27 en PALMA DE MALLORCA: Toca BAILAR!!!,2
"Amaiur hablando de""cambio d escenario por el trabajo político""...Es el trabajo de las fuerzas de seguridad el que ha conseguido ese cambio!!",2
RT @BlogPolit20: Nuevo post de Jordi Sevilla @sevillajordi (PSOE) http://t.co/HWWM3dZs,2
@xqwcrp @xoancarV Un lapsus advertido gracias a @Cascarelo y subsanado. Gracias por tu aportación. ,2
"Lo mejor es que me encuentro muy bien de la voz pese a todos los viajes y la promoción tan intensa que hemos tenido, estoy muy contento.",2
El Distrito Casco Antiguo aprueba instar a que se eleven los bolardos y se repueble el arbolado en la Alameda #sevillahoy,2
Esta fotillo dedicada a mi amiga @martaolea ;-)) #malaga #kite http://t.co/ISIm0yIR,2
"A las 23:00 empezamos @linternacope en la previa a la #huelga29m q promete ser, cuando menos, movidita!",2
"Feliz Navidad a todos, un abrazo",2
Hoy encuentro de todas las primas ;-)) (@ Tapas Bar Salinas) http://t.co/wJkAqJoA,2
"Hoy en la portada de @20m, una manera diferente de contar el Real Madrid-Barça de esta noche http://t.co/pOfooJIx ¿Te gusta?",2
¡Lo mejor de mi timeline está disponible! http://t.co/0l0HzKDb ▸ Historias del día por @adepedro @huelvaya @mayteotero @carnavalmlg,2
. @ManoloCastillo escribe hoy en @diario_sur . Emotivas palabras ;-)) http://t.co/RJqOHmAQ,2
Estudio: sobrevivirá papel en los grandes y pequeños diarios. Bastante atinado y coincidente con datos RT @USCAnnenberg http://t.co/MXd0bQUa,2
!Sensato y valiente! Un  lider nacional del PP sale en defensa de Soraya y Cospedal por lo de los http://t.co/oytdwvKZ vía @eldigitalCLM,2
"Bueno, 4 goles, igual es sólo fin de ciclo.",2
"(Español) Mujer, Salud y Desarrollo http://t.co/uSIoe6ee",2
"Eficiencia, cooperación y austeridad: señas de identidad de la política del #gobiernodelcambio en el exterior http://t.co/Jv3pALJj",2
"“@anai_martin: Eso se acaba pronto,mientras que las ventajas d tener grupo se extienden toda la legislatura.",2
"Antes de votar al bipartidismo o a los vasco, catalanes o etarras, vota @UPyD es la mejor propuesta y desde luego la mejor solucion.",2
¡Noticias descombacantes! está disponible! http://t.co/pdWFYyRa ▸ Historias del día por @gavela_daniel @academiacinees,2
En media hora comienza el ultimo pleno de 2011 en ELORRIO! Que acabe bien el año!!!,2
RT @alexgordonmad: Un político siempre tiene que tener el objetivo de mejorar su país. Esa es la cuestión. #IESEcampañas #IeseJarding,2
