text,sentiment
I LOVE PAGES CAFE IT IS MY NEW FAVORITE PLACE ,2
@EatAtFriendlys It takes time. I have been doing it longer ,2
@stfuandeezyy SWORE: fuck you. ,2
@reemkanj Ummmm i want some! Bring your man some fish  plleeeaassseeee lol xxx,2
@bernadinee hmmm i dont think so... maybe you might need them ,2
Forums are back open &amp; online. ,2
@TazakaTiz -Hey Taryn! Welcome to the madness ,2
radio disney plays good songs at night ,2
@monagrayson We use chipolte Tabasco for wings &amp; then some-I grow 4 types of peppers &amp; they are either inn the food or sliced &amp; dipped ,2
@charlieskies oooo that sounds good i wanna be in a collab cannel !! ,2
"@tomzer1 This time I was kidnapped by my wife.  Knocked me out, and next thing I knew I was lying semi-conscious on a tatami mat floor.  ",2
@dressed2thrill just love your random quotes....lol jk maybe or maybe not? ,2
thinking about camping but to cold ,2
@satinephoenix I'm sure you would have no problem picking me up ,2
@avalanchelynn Yep! Learning should always be fun! ,2
Goodnight. Tomorrow is a new day ,2
@CTK1 I can't wait ,2
Happy 17 may everyone ,2
Half day with kids ,2
Hmmm.... online traffic school. Who's got the cliff notes? ,2
@MadisonMitchell maybe you can go with me and hold my hand or boob ,2
Last night in Chicago for awhile... East Coast favorites in town.. Bitter sweet ,2
"survived the storm, barely. hah. but now eating at Steak n Shake...so happy ",2
bored.. listening t @ddlovato la la land on repeat ,2
"Everything happens for a  reason, even though we're not always wise enough to see it. Look for the reason. Be patient. Wisdom is coming ",2
"@jiggashah You know Jay Sean?!?! Hey he's on fb, you should add him! Him and Lee Carr talk to me like err dayy  They're my boysss",2
@sofiesunshine 6th form and school production  hahah!  i am to cool! got a dilemma! it clashes with hair !need to chase teachers about!x,2
@jjooss shut tha fuck up  818 updates oO,2
"As a reward, you may download a free copy of EmailUnlimited on http://www.4officeautomation.com ",2
@carondg Yeah I won't be better for a little bit. But I plan to go to bed early tonight ,2
@thatzak The 2nd one ,2
@AndrewBravener I sent you an email with pictures of the hatss. ,2
"@MrPeterAndre  That is so sweet. Bless them, your kids are adorable. Love the new show!  x",2
"@beingnobody Kazuo Ishiguro. Don't worry, it's in English  and the book stacking thing is Ghostbusters #jointeamdork",2
"@verwon Well hope U feel better, take care, nice chit chattin w/U ",2
having dinner with someone special. ,2
@aDeSe thx! will email u ,2
I am thinking to change my schedule to 2 day work and 5 day weekend ,2
@misscole74 night...and we may have to hurt jon if he don't stop w/ this ending stuff ,2
"Home. Tired and thirsty, parents got jacknbox  night all",2
we just made tacos ,2
Joel Mchale just made a Puyallup Fair reference on The Soup! I love this stuff. Snuggled in bed with my best girls,2
@autismfamily Congratulations to you!!! ,2
@MasteringSound Yeah.  I definitely will be there on Thursday! ,2
@babylonwoerden chillen en dat is nice ,2
"&quot;At first I was afraid, I was pretrified!&quot; ",2
"so, good luck at the argentina gig!!!!! ",2
"Oh man i wish shatner was in star trek, but hey nimoy was there!  check out the full movie: http://tr.im/lsSw",2
"Night, everyone! Been a wonderful day. Hope all of you have a great night! Catch you all tomorrow. Until then.....all the best. ",2
@conmartist @rizi105 this wednesday after work ok? but around 830ish? either cav or distillery. will make reservations ,2
"i needed that 12 hr. nap, how nice ",2
Ihop with Travis ,2
@Chell85 WELCOME! ,2
@spencerpratt u &amp; heidi should go shop at topshop now ,2
day is over! enjoying the sunshine with some coffee on my balcony ,2
@Babybree96 ... Bree.. Check it.. Ed Hardy Zippo..   http://twitpic.com/5ot30,2
"@aeghort ja to moc neriesim - dolezite texty pisem v editoroch (Word a Live Writer), u ostatnych ma to vobec nezaujima ",2
cleaning my room. danngg rav and i have so much junk! and its still not done. but its waayy better  &lt;3,2
Tomorrow I will officially be a Senior ,2
"should be going to bed, and not waiting for the ubisoft conference ... trying to resist ... duh. I guess I'll be tired at work ",2
going through go glasgow today to see granny  hopefully some shopping will be at hand too.,2
@ddlovato you were amazing last night demii! and you looked gorgeous ,2
"@deeHustle Yes, thank you. I was lucky on the iTouch. All it took was a little tweeting.   Thanks Licensing Expo!",2
"Thanks also to all my followers  you all are an inspiration,I learn so much from you all and enjoy your posts",2
OMGoodness back to school soon FUN!,2
talking on the phone with someone I've missed a lottt. ,2
@1sweetwhirl what concert? (via @DavidKirlew)&lt;&lt;&lt;----DMB BABY!! 2morrow 2! ,2
@applejuice1234 and you. ,2
@treypearson I hope it will be good ,2
looking forward to good food &amp; good times tonight with @proncis celebrating @sarahlawer's almost done with law school-ness ,2
"My boyfriend's getting me Salt &amp; Vinegar chips cuz he loves me  &lt;3 Housewarming party later, lots of food, yum (:",2
@KiransMommy I know all about the awful shifts! And he should feel better after he gets tubes in his ears on May 12th but thank you ,2
"@patrozoo No, TPB will stand as is what ever happens. it's out of our control anyhow. ",2
@_CrC_ Ahhhhhhh that is a good point cause I was all for voting for Irvine... LOL where I will be ,2
@ihaveanidea was too late to buy ticket &amp; not working for Corbis anymore ... now for Getty ,2
"@carissarogers Say hi to my baby sis: @heyhotmess.... Brooke, this is my good friend Carissa... the one that does #gno w/me ",2
"@ensredshirt ... @dhewlett the world wrapped in an orange ribbon, since orange is my fave color  It'll have to be inflatable though... :-\",2
korean songs are as addictive as japanese ,2
Im now resting in my hotel room. gota get up at 6. Lets see what tomorrow brings. I mean today ,2
Woke up to a niiiice headache. Ugh. But looking forward to the day. ,2
@stevegarufi LOL You're very welcome!  Thanks for the follow. I'm following you back!,2
@deuce777 you gave an awesome sermon today! thank you ,2
"@chrisaffair it was so nice meeting you for two seconds, since ten billion people were there.. But that means you have mucho fans so ",2
new runs house ,2
Prince Charming has entered the building! Finishing another song...going right back to another song.See ya shortly! if not here in dreams ,2
"on the way to shopping, in the car with mommy and my brother ",2
@MTB4FAN welcome ,2
@amber11886 Get 100 followers a day using www.tweeterfollow.com Once you add everyone you are on the train or pay vip ,2
Loves tonight and loves how much the thunder storm reminds me of Texas. Content ,2
http://twitpic.com/6dhbr - With my best friend Nicolle Labrin that I love with all my heart ,2
@himmelskratzer That'll be great! I can't wait to see what you come up with.. ,2
"&quot;I'm least bothered, least concerned&quot; (When actually the desire to know what-she-said-2u-on fone is driving me all nuts and pure insane ",2
i cant wait for the season 5 premiere of #Weeds on June 8th! AGHH my favorite show ever! ,2
@PhillyD SHANE DAWSON! ,2
@creamcomms Get 100 followers a day using www.tweeterfollow.com Once you add everyone you are on the train or pay vip ,2
Hey @jonasbrothers *hey guys what is ur favorite song of miley cyrus and taylor Swift?  love you guys! #jonaslive,2
@okatrynna only for me ,2
@BillBell Heeee #Coronation_Tweet what-- you have something against Pickle?   ,2
@30SECONDSTOMARS: Thank's for posting these videos .... Your are so funny and crazy .... I would yo be with you!! Now I go to work ,2
going to the No Doubt concert  &lt;3 &lt;3,2
@AliciaGonz very jealous! have fun ,2
Nick and Nora with bighead ,2
whatever their answer It will tell me something about me and the person. ,2
The Sims 3 -- come out tomorrow  [i'm a nerd .. shut up],2
@ShawnKing Relax guy. It's Saturday. Forget the coffee and have some OJ. ,2
Being productive! Woo! On a monday morning? I swear I feel alright ,2
@SamJones7 thanks honey  ,2
love this song   ? http://blip.fm/~78p28,2
@sarahndipitous that Provocraft booth sounds like a great place to be ,2
I make my own quotes ,2
has been on a dead run since 06:30 this morning for work. Con calls with right-coasters dontchaknow. Might check out early if I can! ,2
fun times tonight ,2
Today I went to vote for the European Parliament (yes in Sofia)... and ofcourse I voted for Nadeshda ,2
@anightintoronto yeah lmfao i heard it doesn't work in cold weather too and i live in canada so lol wat is the point...:&lt; i love my curve ,2
@Puddytatpurr I am not listening! Say Hi to everyone for me ,2
"@BengalBoys Proper cute ;) This pic, I sent to 4 people ",2
"HEY, how are you @GrabeelLucas ?   ",2
THEY ARE ALL GONE ,2
@pawmarks Thanks Steven I will ,2
Who's going dancing tonight?? WE MiGHT GO!!! ,2
waiting for baby wacki ,2
@colossalwin Thanks  Where will you be next year? I haven't heard from you.,2
Time for some #RockBand! ,2
@JohnLloydTaylor YAY! Its such an awesome song! Your so cool John Taylor! ,2
@normaltusker @twilightfairy The quality of http://www.pdftoword.com/ is miles ahead of Hello PDF. But you'll find that out for yourself ,2
"Running errands, lost my glasses, had lunch with a good friend - me!  It's a great day!",2
"@BZAclassic We could spend the night, watch the earth come up...i presume you are singing Incubus...if not ignore please ",2
"@LexiePixie That's all you can do, my love. Your best is always all that you need to do.  (Your best, not someone else's.) (((hugs)))",2
"@__dana__ Aw shucks... well, I'll be ahead of the game if I get cast.  Right now I think I'm just neck-and-neck (or up TO my neck  )",2
gardening today! ,2
We got our Denali! ,2
"@bklynfarmhouse With enough emails, I'm confident it will happen, but I think I'll wait until the official word! ",2
Google Wave looks amazing! I am excited  This will revolutionize how we communicate. http://bit.ly/ArtmM,2
"@olinaqian    oh, i don't have emoji on this...  do you have emoji yet? it was made for you! plus i think it's free.",2
@simonschock I settled for a pot of Illy Drip for my first fix. I'll check out Alessi later ,2
In french class with Jada alyssa and alyssa ,2
im layin down watchin tv ,2
@ctreit Today we should hit 90 degrees.  Summer time already  ,2
@oaksaabguy best show I've been ... I think ,2
@Itsjustme_Nicki I hope she is getting better. ,2
Ahh what could be better than Saturday night in with a pizza and reading New Moon for the zillionth time?  Edward sparkling makes me happy,2
@jordanparkinson Not Too Much  What about you?,2
2 hours to go! See y'all soon!!!! ,2
"Week of wonders, miracles and favor ",2
"@SKJiro I fixed it! And yes, met the girls! I had fun and they were very sweet. Tomorrow karaoke. Room for two more...7pm-9pm! ",2
"@CorvusE Not too badly, but it seems like a bad idea to give you another shot at it today. ",2
@Steph107 =O YOU'RE COMING TO THE CAROLINA SHOWS?! ,2
"@AshleyLTMSYF Ashley, this is your fans from Jakarta, Indonesia ",2
Happy birthday Tyn  Goodnight everyone.,2
dammnit I'm lit. &amp;dammnit I kn0 ders b0ut2be kiLLer traFFic! &amp; ya d0nt even kn0 h0w haPPy I am dats its back2sch00l ,2
Spaneria means a scarcity of males ,2
@jonthanjay great to hear from you jonathan!  Hope you're feeling better ,2
Wow... I didn't realize I'd been walking as long as I had. ,2
@SarahRobinson I miss my Sarah!! DM me ur email so I can setup our YouTube call ,2
Waiting on the post-woman... Hope I'll get something fun in the mail today! ,2
@drewryanscott this is random but i just thought of it...you are DREWTFUL no matter what they say..LOL haha im gonna be singing that alot ,2
"@ToddBrink Judging by 2day's jukebox &amp; your taste we'll get on famously!  Rock on, McDuff!",2
On the way to gym!! ,2
@lunarsky79  u a legend... let me know when i can collect ,2
I love my parents! We are spontaneously kid free this weekend ,2
making an inspiration wall for my room with some old magazines &amp; favorite images  I'll be sure to post pictures when I'm finished,2
@gil_ghost nope but @baditz17 did! ,2
just got back from the fair. new youtube video up  http://bit.ly/dEIrR,2
"Sorry twitter i was away all day, @xxeffie thanks  @xcartagena @siqndhands we shuold ball",2
 happy. spending time with mum,2
@mileycyrus It would be nice if you came to Brazil with Metro Station! ,2
@TLM26 give Maritza a high five for me later k. and congrats again to you ,2
"@whiteley I hand it back and say &quot;This is a 'do-over'.&quot; Yup - never happy, but the next time... much better results. ",2
@Haynes_ PIPPA!!!  heyyaa can u please reply to my email on facebook asap!,2
I found a place in the sun... I love summer ,2
@CCArquette I'M SO EXCITED FOR COUGAR TOWN!! AND GLAD TO SEE YOU'RE BACK ,2
Dress shopping ,2
"me, citizen cope, rain, &amp; a warm bed. mmm. ",2
"http://twitpic.com/7j9vq - aww jeez, thanks hun.   â¥",2
still time for u to get to the Warehouse for tonight's Found magazine event @ 8:00 but you'd better hurry! Baltimore show was really fun ,2
I woke up and my hiccups came back!,2
FANTASTIC NEWS FOR DIVERSITY ,2
Reading the book &quot;Marley and me&quot; and then work from school.. ,2
@benjolley I just wish I had some ice cold milk to go with them.  They are the only cereal I will eat.  ,2
@sebconn ahhh. well then! good job for youtube! ,2
@K_Blacq  anytime u want to try 6 let me know ,2
@unodeellos where have you been? LOL ,2
"out by the Lake watching the live streaming of Grace's worship service  then a run, some more sunbathing, bonfire partayy tnite!",2
You guys wouldnt believe this fro I got over here and NO I will not Twitter pic it...Thanks! ,2
@MrEdLover my favorite TV-show theme song has to be The Wire's. i miss that show. ,0
I got attacked by a bird today ,0
"@RelleY808 yeah i kept my comment to myself, i really wanted to say HAHA!! but then everyone would have known i was looking at dong ",0
@ReneeG0587 what time u get out of work? I have to work tom too ,0
on my way to see barely blind! Stoked! Wish my boo was with me though. ,0
ok ok off here now i hope ill be ok later on bed.. need to take lot of mefenamic and ibufrofen again! ,0
@Anointed365 yea real sad ,0
#ihate receding hairlines &amp; braids...NEVER a good look ,0
":S Wondering if there will be more earthquakes here... Today's was not that strong, but felt bad ",0
does not understand Twitter ,0
"@ronnymitchell You got tickets? I want, I want! ",0
@smosh  I wish my dog had the easy poop ,0
@AzTejana84 I'd have to add on some more services with my theorapist cuz of you...mannnn  ,0
My little foster kittens are getting big...chubba and Winston are going 2 b missed when they get amazing homes. ,0
"?????? ????-?? ??????? ??? ??? RSS-?????  ????????? ? ????? ????? ????????, ? ????? ??????????? ? ?????? ????????. ???????! ? ????? ??????",0
i'm so worried for Rob! GOSH! ,0
"@weyandch ne, mit compat10. aber auch das tuts nicht  #upgrade-hell #symfony",0
I am not required for Jury service ,0
Its 1:11am and both my girls are still up! .. im so tired .. ,0
"RT @mixedchik22: #Twitter.... Side Affects include: Procrastination, No Sleep, Unable to Focus on ANYTHING, Subtweeting, RT, TT, and Low ...",0
Would give anything to be at silverstone than stuck at work ,0
poor battery's dying ,0
Is going to her last day of VBS. ,0
Just working on a biology assignment.... ,0
"@cabbiepat croissant and bread rolls  No bacon, no eggs, no sausages  - ... http://bit.ly/H01JG",0
Ooooh Kasabian's new stuff is awesome!  Tom needs to cut his back to how it used to be though ,0
kicking myself in the butt for sleeping in so late...why can't we be productive while we sleep. ,0
@officialnjonas wow ! i've never beeen New york  ur so lucky!,0
Hayfever doing my head in ,0
hates this empty bed! but must sleep in it anyway  aha. night!,0
@two_percent oh bummer  too bad for you guys.,0
St. Change assembly has been cancelled due to schedules and plans. Sorry for all who where wanting to make it.  stay posted!,0
is leaving saras house today  but epic weekend,0
"@bbrunsch Yeah, that kinda fell through. They upped the price by $10k before we actually got a quote. ",0
@Dannymcfly Nooooo! I don't want you to go!! I have already miss you  eu te amo!!!,0
great way to start off the day... moved my laptop back here and the damned power brick broke... now it won't work to charge my laptop ,0
im up cuz i have 2 go to the orthadontist ... i dont like gettin up this early ,0
@JayLenoTonight Good luck tonight on the big finale show!  ,0
"@KJonez That's awesome! I donated mine last year &amp; I was so glad I did - even tho I have thin hair, so it prob. didn't help much ",0
"@TheCaptain11 Awe, I'm sorry.    LOL",0
"@lartist maybe for you!  Here in Utah (oddly enough) it's rainy   I'll probably brave it anyway though, car or no.",0
I'm mad that I got no sleep ,0
Has no friends on tweeeter! ,0
only day off for 11 days ,0
@USAirways now after an hour on the plane and knowing of a maint issue ahead of time they just announced another 30 mins. Y r we on plane?,0
@alexandrakor yeah but it still won't be on over here ,0
@NoVaTyler @apple Most of mine are gone too! Not recovered after I saved them b4 I upgraded my iPhone! Soooo pissed!,0
@DearYvette Torrential rains Monday night cause a sewage backup into my basement. Flooded the entire thing. Extensive damage/losses. ,0
LOVED Up! The 3D was kinda messed up in the theater and they didn't show Partly Cloudy.   Going to pack--got a flight in the morning.,0
@Lauren_Zim It was so that I could fit in the words I wanted into the 140 characters... ,0
I feel terrible for dropping my little man off at the vet to get fixed today. He's gonna hate me ,0
"@SlvAaron Dan still has spots but isn't contagious any more. I'm using the computer to tweet, I'll have to get Joe to fix my phone ",0
Can't believe I didnt get any followers overnight  Only 3 more till 60! Come on people!,0
My dog is depressed ,0
Most upset by the ending of S1 ep 11 Heroes  *stamps foot*,0
These people are eating burgers and I'm fucking starving  I can smell their chips,0
"so my BB is done @Toyboxx hooked me up with a Iphone untIl I get a new phone tomorrow..so no bbm,twitterberry or bb email for another day ",0
times up ,0
"@maryjane202 i left, lol...im home now ",0
My night is over.  booooo! playing house is not fun!,0
@WendyODT I need to order one too...  I'm such a slacker when it comes to that...I still don't have a fan,0
"@hostilecityjane haha sorry, yell at bud! He told me not to tell anyone ",0
Back in work hmmmmmmmmmmm  rubbish rubbish rubbish!!,0
"@drewseeley I was looking for you, to say &quot;Hola&quot; ",0
@secretplanet well done!! you've flown straight through 200 !! sadly lacking with 40 myself  but i'm guessing your twitpics help!!,0
"@HireHeather Maybe. Except there was a shooting at their house... That ups the odds. I believe the are drug dealers, here in the suburbs ",0
wants to stay at home n do nothing!!!...too bad for work ,0
Is in have work bright and early 2mra ,0
@iitzfresh but damn dawl I was tryna surprise you with some uh extra goodies on it ,0
"@TheMariachiHour Well, I'm visiting my parents here, pero there's lots to do in the DFW area. Rangers are out of town now, unfortunately. ",0
dear mr  president  - Pink,0
"i never thought summer would actually be kinda boring, i need somefin 2 do... RAWR!!! i miss ppl from schooolll ",0
Time to take a astronomy test! ,0
@antaniahanjani sorry hunny Kian doesn't want to be a twitter bug like us..  xxx,0
@kannaa hmm yep..! Tuesday to friday! I went with huangy! But it ended up being 40 each cause we has ghey dessert and $15 sapporo... ,0
"Flying back home at 1630 hrs. Enjoyed dinner with Roel, Marcella and their newborn yesterday. It's clouded in Madrid ",0
Nothing to do tomorrow ,0
saturday has come at last... Friday can kiss my a$$ today will be awsome time for a movie with the girl then work tonight only 3.5 hours ,0
Seeing Up. No 3D ,0
"@starjamgirl ARE YOU SERIOUS?! Not cool Soundwave, not cool ",0
@jay_seebee WHAT?! i am so sorry ,0
i have to sit in silence until about seven oclock when my brother gets home... i dont know how to work the TV ,0
"@White69Devil footy is on, ram got one of his mates to play. I can't be bothered ",0
"@H2OCena i finally got it to download but it says the server is full, ill keep trying. ",0
@StacyDerosby  fun!  im wishing i was  closer so i could do more then one show    oh well at least i get to do one!,0
is sad to hear that Farrah Fawcett has taken a turn for the worse.  ,0
thort about going to sleep but stalkers wudn't let me... now have no choice but to take advantage of the situation and revise ,0
heyy. i has sad news. mii kitty died yesterday  he was 11. the vet said he died from a heart attack.  R.I.P. Chester...  ::ilma::,0
I just realized I might have lost my old works probably due to bad organization between two external hard disks ,0
@lkscobee That's good!  So how was it all??  I SOO wish I could have been in Nashville  ,0
Iâll never be a boss â cannot command and make people do their job on time. ,0
@piecemeapart bestie? call me ,0
Toy Story 3  dont ruin my childhood like that !,0
"needs water, paper towels and coke from the store but feels too sick to go get it",0
@ArunBasilLal at work busy with classes ,0
So Nuba isn't open on Sundays  Any other good lebanese &amp; vegetarian friendly restaurants open on Sundays in the Lower Mainland?,0
28 : 12 knights. Sigh ,0
@Sepulchura err reboot  methinks I want be forgetting that now ,0
ok twitter family im gonna fly out and bury my little babe spotty ,0
i hate school but gotta find a way to make me like it..  if not..i will be stupid. lol,0
@Edweener I'm sorry that you lost your jacket Edwin. ,0
On the Acela back to Baltimore. Last day at Hopkins ,0
"I miss Oasis concert sooo bad..  Noel, please say that you are going to come back... ",0
italian final soon ,0
My bantu knot out did not come out right at all. Putting my hair up anyway.  Another style that is beyond me.,0
"I'm very bad today  headache, sickness,fear... wallow in self-pity and what not...",0
Also about the Miracle Whip. It's impossible to have a good sandwich without it.  A homemade sandwich that is.,0
No radio tonight!!!  had some real heavy weight bizal to lay down on ya ears too!! o well dees tings happen,0
"reason #123,243,342 I don't like weathermen, school program canceled due 2 rain.Show 6p-7p now 8:15p still no rain  #weathermenRneverright",0
Didn't know it was possible to be bored of ice cream. ,0
@nine_L Can't find any &quot;Everyone&quot; link ,0
waching TV and wishing Rick was home from the hospital. he has been in the hospital almosy 6 months now. ,0
in the cape for the next few days. missing my new home in la though ,0
i cant find it! ,0
sad that she didn't get to see Rica before she leaves later today..,0
OK so I broke my damn finger @ wrk and It hurts SOOOOOOO BAD!!!!!! ,0
i lost my iTouch ,0
@ac_slater is it? Beatport kept saying it was area restricted ,0
"@stevelookado no we aren't watching it, and no we didn't watch arkansas last night ",0
@caseyahf Maybe? No? K. I'll just sit here alone. And hum to myself ,0
@simianspaceman Layoffs   Sigh.  At least I have tons of time to work on my reel now!  Just... no monies.,0
"party day at work. me, dan, martina, donuts, girl scout cookies and arizona iced tea.. today is going to be a good day.. except homework ",0
NEEDS MORE FOLLWERSZ ,0
@JoiningTheWar // Huh? Are you feeling sad? Did anything happen? How's Nucki? *worried* ,0
@firehoppr It's my monday   NO AC for me ,0
gettin eady 4 vbs blahh      !,0
HAVIN AN OPERATION TODAY. SCARED SHITLESS ,0
"@CerebDaithi that would be so fucking awesome. booze, kick'n back, shooting the shit with some good friends. that'll never happen though ",0
@perezhilton http://twitpic.com/6gqbh - omg i love her too which is why i think she should never ever look like this again  i dont lik ...,0
@hellokeena OH NOEZ. i forgot you were leaving   sadness!! you're going to miss national sushi day! :O,0
So very tired... It sux working thru the weekend B/c i cant ever catch up on sleep ,0
"I miss sunshine! Rite now, i usually wake up at 4 pm above. Last morning, i woke up at 6 pm above! Woah! ",0
"OK... so Kirstina's, then jamie lous.... then maybe Nikole's (Long Beach) all the way to Pasadena for Hannahs??? Yikes ",0
@gina_pina_14 Me too. Still bummed that he won't play on Wed vs ManU  but it's SO much better than what they thought initially.,0
"@arlasalcedo I don't know who that is. @mainstreet21 me too!  @lifeswings It reminded me of your friend, si Alex. )",0
so upset,0
"@ParisG still doing the pool, no wings though.  we have  nooooooo money now after the car situation last night ",0
Feeling the pain from the accidente.   not feeling too good,0
@cforclare same same my lao kok kok handphone just went nuts on me.  it keeps pressing numbers on its own. phantom phone omg ,0
@gillismail @d4nz  ya'll are the only ones that cant see it   Maybe its just the twitter link or something??,0
"wow.... michael jackson vip concert tix are $1,000+!!! and they dont even get a meet and greet!! ",0
Morning Tweets. Ppl love to text me like an hour before I need to be up. Now there's no point going back to bed cuz I'll oversleep. ,0
he wrecked mah toy !! that's fucked up !! ,0
I almost choked when I saw http://bit.ly/8NYnu  The Frog covering NiNï¿½s Hurt. WTF?!?!? It makes me sick ,0
I ate too much and now my tummy hurts ,0
I missed two texts and a phone call...when my phone was next to me. Oops. My brother is sad he can't come with me to Disney. sad too ,0
No entiendo Twitter ,0
@denisewheatley Well I'm a jr big girl right ?? And I've never eaten hostess anything ,0
Its 3 am and I am wide awake ,0
@arizonaheart Az is a great place. Any plans on visiting soon?  Weather in Indiana today is a bit gloomy. ,0
&quot;Go confidently in the direction of your dreams. Live the life you have imagined.&quot; Henry David Thoreau [...  ...I hope so...],0
"Its hard, but it must be done. I learned that the hard way  just tired of being ditched",0
"My bed had tha nerve 2 call my blackberry askin me where the hell I was.......looks like I gotta go ya'll  I'll c u in 3.5hours, after nap",0
@cedarwaxwing The 2 Gray Catbirds left my yard Friday night. They have been here since Sept. I really miss them. ,0
@mmeganmarie I almost decided to go to Portland on Saturday.  Found super good tickets.  But I have no one to go with. ,0
awww gotta go to work  i hope u all have a great time at the party! drink some for me&lt;3,0
@FiveLives it's Thursday! Because I work today. ,0
@jaelyrae http://twitpic.com/7h2i6 - I thought that was gonna be dinner  looks really good!,0
missing my little munchkins already    ...,0
"@peterfacinelli aww i'm sorry  you're fans will help you get to 500,000 hopefully! so everyone, spread the word!",0
zac efrons dick is bigger but i had 2 shrink the ppic so little dick ,0
my wisdom teeth are coming up soooooooo sore  ,0
"Whew! Done with photos for tonight. Man, I need photography help. ",0
In pain after a simple medical procedure... ,0
Holy crap. End of the month paperwork is such a hassle ,0
@KerryMc_UK  BEAVER CAMP!!!!!! We've been told they arent allowed to take ours overnight ,0
"@lindseydl -- oh, you posted that, too. i don't think i'll be up in time to go to any of them ever again. ",0
"The new iPhone 3G S review by NYT David Pogue http://tinyurl.com/lfugny (Btw-the video didn't work  can you fix that please, NYT?)",0
@MissCindyBaby Sucks ass ,0
@stolenrain I did but I am having trouble uploading it ,0
"suddenly, I'm craving Pho...  crap... I'm in chicago, it's aint gonna happen... ",0
@lelied WHERE ARE YOU  I MISS YOU WHEN ARE YOU COMING BACK FROM BALTIMORE OR WHEVER YOU ARE,0
http://twitpic.com/6esy2 - troll hair. ,0
"@thurisaz83 I was thinking about buying it, but finally saw sense and decided no one would play it with me here ",0
@b5andjbluva  i ate corn beef n rice :S Big whoop!! u got me feeling for soup nw,0
they are not worth your tears ,0
its raining buckets out there. I was unaware NY had a monsoon season.... ,0
Gotta go now .. i'm going to Circus .. the real Circus not Britney's Tour  sadly ..,0
"looking forward to bb tonight ! hope its good ! a scottish girls went to be going in, good god ! i want mcfly to know about my foot !  xox",0
Morning tweeps! i woke up this morning with a cold  ....... ugh,0
@ashleyyosaurus oh I hate waking up right before awesokme dreams! It happens to me a lot ,0
@redfraggles Bit fed up ,0
ouch! something in my eye and no mirror to get it out ,0
"awesome, muddy shoes ",0
"terrible weather today  i swear it said on the weather forcast that it was going to be hot. oh well, still relying on tomorrow.",0
@sfannah Ahhhhh  Well at least I'm up to!,0
ugh...damn you dunkin' donuts! why must you tease me  with your delicious advertising when you are not here in colorado? poo on you! ,0
@rachelhiguera...that album has been out for awhile..i am so disappointed your just now discovering it ,0
@CatMonsterOdin why are you crying?? ,0
Went to see transformers. Compleatly sold out  Is it really that good?,0
So much to do before tour! No time at all ,0
"@Kdubbb That's a shame.  Next time have them block their number and call me on their phone. Haha. JK. That's stalkerish, kinda?",0
@BodyLikBadaBing oh sad i guess alot of people feel im nt writtin them bk  sorry if i missed u it wasnt intentional,0
...received a SMS with a very spooky content... ,0
oh right and my mom lost her phone in the cab! the cab driver is so shameful ,0
is sick in the doctors waiting room ,0
"@svn8teen Yeah. We always have new teachers every year.  But you know what, my new adviser is my Biology teacher last year.",0
not a good day. Taking Austin to visit his dad. Won't be back until July 15. Trying to avoid crying in front of him.... ,0
@MGQuilts Nice to see where the in crowd are.  not at retreat - too exxy.,0
"@cameraboy56 I know! It's about 1/2 the price. Not a bad lens 4 da $$s, but I have the covetin' bug all a'sudden, &amp; there ain't no cure. ",0
miserable. college is so not my thing. midterm  peace&amp;&amp;lovelovelove.,0
Bk cheesy tots are addddicting ,0
"My wrist is knackered, haven't picked up a drum stick since Sunday  Hope it's better soon!!",0
"Limping to work, my knee hurts ",0
@spirallinguk you poor chick  you must be sick to the back teeth of it by now x,0
"still at the office, trying to untangle a cross-charge mess &amp; some other budget fun ",0
"@eddievedder no such luck and u aren't coming to Detroit  Luckily, I'll be seeing u and the crew in Chicago",0
@bunnums   Hope you had a bag of frozen peas.,0
I messed with the follow friday  sh**!,0
work is super depressing...everyones talking about me leaving  i am gonna miss these guys,0
"@maxpapis Hang in there Max but I agree, suks for you not to be in the race, ",0
"I wish I could post sound on twittah, this band is amazing! they are jammin for real! Good stuff to bad I don't understand arabic ",0
@laurenbreslin aww i know its my addiction!   awww i know sameee  !  its just more more more !,0
@sexyolivia That's nuts  My friend's dad says it's a ghost town at his construction site. They even sent senior welders and stuff home. ,0
Fucking migraine! No music making today ,0
@winsomewords oh noes  hope it grows out/grows on you? it can't be that bad...,0
a always work when we get warm days ,0
i'm so mad -.- how did we lose this game? ah! i really hope we win the home games! grrrr..  oh well better luck next time!,0
@nicksantino please start blogging again  i miss your blogs.,0
raining ,0
Don't know what to do anymore ,0
502 Bad Gateway ,0
"Im so sad. My hair has faded already,and my mom wont let me dye it again.  maybe if i beg her...",0
@tamifrailey That really stinks. I'm sorry ,0
Thinks he's too late ,0
@soozi13 yep shutting down rigs  not good,0
RE and maths today ,0
Missing my sports already  don't know how I'm going to handle this :'(,0
ran rain go away ,0
"its the weekend and feeling more lazy than usual, had to come to ofc ",0
"Fever, cold, cough and sunburn ",0
"I miss you, you know ",0
Most annoying dream ever. It's all your fault ,0
i'm bad at girl sign language. i was thinking &quot;joint&quot; then &quot;cum facial&quot;. correct answer was &quot;cup of tea&quot; ,0
"Omg. So retarded, I thought I had jury duty 2day but they messed up my paper work and I really have the callin kind. And I took off work ",0
headache ,0
Crazy busy day...  Not much time for Twitter ,0
